time_days,gas_rate_m3_day,cumulative_gas_m3,oil_rate_m3_day,cumulative_oil_m3,field_pressure_bar,water_cut_fraction,water_injection_rate_m3_day,cumulative_injected_water_m3,water_rate_m3_day,cumulative_water_m3
3060.0,57400.53515625,336376128.0,423.4375915527344,484512.8125,340.76904296875,0.5432816743850708,1072.2218017578125,2290678.5,503.6930847167969,286501.5
3160.0,58052.25390625,342181344.0,430.70721435546875,527583.5625,341.16302490234375,0.5356432795524597,1073.6409912109375,2398042.75,496.82806396484375,336184.3125
3260.0,58670.25390625,348048384.0,438.06463623046875,571390.0,341.61376953125,0.5275082588195801,1074.9954833984375,2505542.25,489.0724792480469,385091.5625
3360.0,59108.27734375,353959200.0,444.2292785644531,615812.9375,342.108154296875,0.5199995636940002,1074.12548828125,2612954.75,481.24755859375,433216.3125
3460.0,59255.15625,359884736.0,448.1397705078125,660626.875,342.6764831542969,0.5141593217849731,1071.492431640625,2720104.0,474.2608642578125,480642.40625
3560.0,59004.05859375,365785120.0,448.8324279785156,705510.125,343.365966796875,0.5111427903175354,1067.05419921875,2826809.5,469.2934265136719,527571.75
3600.0,58831.3671875,368138368.0,448.50457763671875,723450.3125,343.6548767089844,0.5104632377624512,1064.676513671875,2869396.5,467.6770324707031,546278.8125
3660.0,58397.3203125,371642208.0,446.50299072265625,750240.5,344.1260681152344,0.5108097195625305,1060.495361328125,2933026.25,466.2358703613281,574253.0
3760.0,57344.07421875,377376640.0,440.1041259765625,794250.9375,345.0171813964844,0.5147809982299805,1052.861083984375,3038312.25,466.9175109863281,620944.75
3860.0,56134.26171875,382990048.0,432.039306640625,837454.875,345.9336242675781,0.5217032432556152,1045.78466796875,3142890.75,471.2478332519531,668069.5
3960.0,54724.5,388462496.0,422.06524658203125,879661.375,346.88421630859375,0.5317137241363525,1040.1802978515625,3246908.75,479.23223876953125,715992.75
4060.0,53074.5625,393769952.0,409.96014404296875,920657.375,347.84869384765625,0.5448315739631653,1035.2003173828125,3350428.75,490.7178039550781,765064.5
